industry,name,ticker,ISIN,stockkey
25502020,SHUTTERSTOCK,SSTK,US8256901005,307813
35101020,Sientra Inc.,SIEN,US82621J1051,360852
40101015,SIGNATURE BANK,SBNY,US82669G1040,40640
25504040,Signet Jewelers Ltd,SIG,BMG812761002,38150
15103010,SILGAN HOLDINGS,SLGN,US8270481091,20632
45301020,SILICON LABS.,SLAB,US8269191024,30539
10102020,SilverBow Resources Inc,SBOW,US82836G1022,751860
40101015,SIMMONS 1ST.NAT.A,SFNC,US8287302009,12773
60101070,SIMON PROPERTY GROUP,SPG,US8288061091,9762
20102010,SIMPSON MNFG.,SSD,US8290731053,11904
50201020,Sinclair Broadcast Group A,SBGI,US8292261091,15969
50201030,Sirius XM Holdings Inc,SIRI,US82968B1035,19884
60101070,SITE Centers Corp,SITC,US82981J1097,10006
20107010,"SiteOne Landscape Supply, Inc.",SITE,US82982L1035,697047
25301030,SIX FLAGS ENTM.,SIX,US83001A1025,226223
55104010,SJW Group,SJW,US7843051043,10323
25203020,SKECHERS USA A,SKX,US8305661055,28475
25201030,Skyline Champion Corp,SKY,US8308301055,4761
20302010,SKYWEST,SKYW,US8308791024,9764
45301020,SKYWORKS SOLUTIONS,SWKS,US83088M1027,12420
60101040,SL GREEN REALTY,SLG,US78440X1019,23704
25504060,SLEEP NUMBER,SNBR,US83125X1037,26896
40202010,SLM,SLM,US78442P1066,4883
10102020,SM ENERGY,SM,US78454L1008,8751
30101030,Smart & Final Stores Inc,SFS,US83190B1017,359447
45301020,SMART GLOBAL HOLDINGS,SGH,KYG8232Y1017,750342
10101020,Smart Sand Inc.,SND,US83191H1077,728968
20102010,SMITH (AO),AOS,US8318652091,7551
50203010,"Snap, Inc.",SNAP,US83304A1060,746591
20106020,SNAP-ON,SNA,US8330341012,5063
45301010,SOLAREDGE TECHNOLOGIES,SEDG,US83417M1045,466517
10101020,"Solaris Oilfield Infrastructure, Inc.-A",SOI,US83418M1036,749656
25504050,SONIC AUTOMOTIVE A,SAH,US83545G1022,25233
15103020,SONOCO PRODUCTS,SON,US8354951027,4927
35201010,"Sorrento Therapeutics, Inc.",SRNE,US83587F2020,328849
25302020,SOTHEBYS,BID,US8358981079,6058
55102010,SOUTH JERSEY INDUSTRY,SJI,US8385181081,4471
55101010,SOUTHERN,SO,US8425871071,4728
40101015,SOUTHSIDE BANCSHARES,SBSI,US84470P1093,26192
20302010,SOUTHWEST AIRLINES,LUV,US8447411088,4474
55102010,SOUTHWEST GAS HOLDINGS,SWX,US8448951025,4079
10102020,SOUTHWESTERN ENERGY,SWN,US8454671095,4173
20201050,SP Plus Corporation,SP,US78469C1036,40730
55101010,Spark Energy Inc A,SPKE,US8465111032,354112
35201010,Spark Therapeutics Inc,ONCE,US84652J1034,462922
20106010,Spartan Motors Inc,SPAR,US8468191007,7477
30101020,SPARTANNASH,SPTN,US8472151005,33755
30301010,"Spectrum Brands Holdings, Inc",SPB,US84790A1051,7497
35201010,SPECTRUM PHARMS.,SPPI,US84763A1088,22574
25301030,Speedway Motorsports,TRK,US8477881069,12782
55102010,SPIRE,SR,US84857L1017,3903
20101010,Spirit Aerosystems Holdings A,SPR,US8485741099,44358
20302010,Spirit Airlines Inc.,SAVE,US8485771021,277277
60101070,Spirit Realty Capital Inc,SRC,US84860W3007,307563
45103010,Splunk Inc.,SPLK,US8486371045,294722
25504040,Sportsman's Warehouse Holdings Inc,SPWH,US84920Y1064,351399
30101030,SPROUTS FARMERS MARKET,SFM,US85208M1027,327843
45103010,SPS COMMERCE,SPSC,US78463M1071,219180
20106020,SPX,SPXC,US7846351044,4610
20106020,SPX FLOW,FLOW,US78469X1072,360887
45102020,"Square, Inc. A",SQ,US8522341036,681372
10102020,SRC ENERGY,SRCI,US78470V1089,279206
45103010,SS&C Technologies Holdings Inc,SSNC,US78467J1007,213297
35101020,Staar Surgical Co,STAA,US8523123052,12786
60101020,STAG Industrial Inc,STAG,US85254J1025,276926
25502020,STAMPS.COM,STMP,US8528572006,28525
25101010,STANDARD MTR.PRDS.,SMP,US8536661056,4476
20106020,STANDEX,SXI,US8542311076,4479
20106020,STANLEY BLACK & DECKER,SWK,US8545021011,4831
25301040,STARBUCKS,SBUX,US8552441094,8769
40204010,Starwood Property Trust Inc,STWD,US85571B1052,210597
40301040,State Auto Financial Corp,STFC,US8557071052,8882
40203010,STATE STREET,STT,US8574771031,4175
15104050,STEEL DYNAMICS,STLD,US8581191009,20674
20201060,Steelcase Inc A,SCS,US8581552036,25092
35201010,Stemline Therapeutics Inc.,STML,US85858C1071,306871
15101050,STEPAN,SCL,US8585861003,7553
20201050,Stericycle Inc,SRCL,US8589121081,20676
35101010,STERIS,STE,GB00BVVBC028,8774
40101015,STERLING BANCORP,STL,US85917A1007,27542
20103010,Sterling Construction,STRL,US8592411016,42039
25203020,STEVEN MADDEN,SHOO,US5562691080,22564
40301040,STEWART INFO.SVS.,STC,US8603721015,9768
40203020,STIFEL FINANCIAL,SF,US8606301021,22611
25101010,Stoneridge Inc,SRI,US86183P1021,25095
60101010,STORE Capital Corp,STOR,US8621211007,452912
25302010,STRATEGIC EDUCATION,STRA,US86272C1036,20679
35101010,STRYKER,SYK,US8636671013,3839
60101030,SUMMIT HOTEL PROPERTIES,INN,US8660821005,270994
15102010,Summit Materials A,SUM,US86614U1007,466227
60101060,Sun Communities,SUI,US8666741041,10344
20106020,Sun Hydraulics Inc,SNHY,US8669421054,20688
15104050,SUNCOKE ENERGY,SXC,US86722A1034,278034
45301020,Sunpower Corp,SPWR,US8676524064,42865
20104010,Sunrun Inc.,RUN,US86771W1053,565732
60101030,Sunstone Hotel Investors,SHO,US8678921011,41239
40101015,SUNTRUST BANKS,STI,US8679141031,5065
10101020,SUPERIOR ENERGY SVS.,SPN,US8681571084,20696
25101010,SUPERIOR INDS.INT.,SUP,US8681681057,5617
35202010,SUPERNUS PHARMACEUTICALS,SUPN,US8684591089,297675
35102020,"Surgery Partners, Inc.",SGRY,US86881A1007,575712
35101010,SURMODICS,SRDX,US8688731004,25415
40101015,SVB FINANCIAL GROUP,SIVB,US78486Q1013,12770
45102020,SYKES ENTERPRISES,SYKE,US8712371033,20702
45103020,SYMANTEC,SYMC,US8715031089,3950
45301020,SYNAPTICS,SYNA,US87157D1090,36631
40202010,SYNCHRONY FINANCIAL,SYF,US87165B1035,354277
35201010,"Syndax Pharmaceuticals, Inc.",SNDX,US87164F1057,688972
35203010,SYNEOS HEALTH A,SYNH,US87166B1026,442777
35201010,"Synlogic, Inc",SYBX,US87166L1008,575717
45203030,SYNNEX,SNX,US87162W1009,40653
45103010,SYNOPSYS,SNPS,US8716071076,8782
40101015,SYNOVUS FINANCIAL,SNV,US87161C5013,4558
35201010,"Syros Pharmaceuticals, Inc.",SYRS,US87184Q1076,698692
30101020,SYSCO,SYY,US8718291078,4730
20107010,Systemax Inc,SYX,US8718511012,15633
40203010,T ROWE PRICE GROUP,TROW,US74144T1088,4441
35201010,T2 Biosystems Inc,TTOO,US89853L1044,354742
45103020,Tableau Software Inc A,DATA,US87336U1051,323563
35103010,TABULA RASA HEALTHCARE,TRHC,US8733791011,709882
35101010,TACTILE SYSTEMS TECH.,TCMD,US87357P1003,701057
25504010,TAILORED BRANDS,TLRD,US87403A1079,9730
50202020,TAKE TWO INTACT.SFTW.,TTWO,US8740541094,25235
35101010,Tandem Diabetes Care Inc,TNDM,US8753722037,345299
60101070,TANGER FAC.OUTLET CNTRS.,SKT,US8754651060,9774
25203010,TAPESTRY,TPR,US8760301072,32856
10102040,Targa Resources Corp,TRGP,US87612G1013,267902
25503020,TARGET,TGT,US87612E1064,4954
60101070,TAUBMAN CENTERS,TCO,US8766641034,8787
25201030,Taylor Morrison Home Corp A,TMHC,US87724P1066,322283
40101015,TCF FINANCIAL,TCF,US8722751026,7483
40203020,TD Ameritrade Holding Corporation,AMTD,US87236Y1082,19757
45203020,TE CONNECTIVITY,TEL,CH0102993182,44598
20201050,TEAM,TISI,US8781551002,26910
45203030,TECH DATA,TECD,US8782371061,7485
50201010,TECHTARGET,TTGT,US87874R1005,44560
10102040,Teekay Shipping Corp (Bahamas),TK,MHY8564W1030,16543
10102040,Teekay Tankers Ltd A,TNK,MHY8565N1022,64558
50201020,TEGNA,TGNA,US87901J1051,4707
35103010,"Teladoc Health, Inc",TDOC,US87918A1051,524217
45103010,"Telaria, Inc",TLRA,US8791811057,324625
20101010,TELEDYNE TECHS.,TDY,US8793601050,29332
35101010,TELEFLEX,TFX,US8793691069,3840
45103010,Telenav Inc,TNAV,US8794551031,225446
50102010,TELEPHONE & DATA SYS.,TDS,US8794338298,3980
35202010,Teligent Inc,TLGT,US87960W1045,12613
10102020,Tellurian Inc,TELL,US87968A1043,20316
25201020,TEMPUR SEALY INTL.,TPX,US88023U1016,40655
45103020,Tenable Holdings Inc,TENB,US88025T1025,819147
35102020,TENET HEALTHCARE,THC,US88033G4073,5199
20106020,TENNANT,TNC,US8803451033,3737
25101010,Tenneco Inc,TEN,US8803491054,4763
45103020,TERADATA,TDC,US88076W1036,47518
45301010,TERADYNE (XSC),TER,US8807701029,4598
20106010,Terex Corp,TEX,US8807791038,10462
55105020,TerraForm Power Inc A,TERP,US88104R2094,354032
60101020,Terreno Realty Corp,TRNO,US88146M1018,225632
25102010,"Tesla, Inc",TSLA,US88160R1014,226189
45201020,Tessco Technologies Inc,TESS,US8723861071,11963
20201050,TETRA TECH,TTEK,US88162G1031,10360
10101020,TETRA TECHNOLOGIES,TTI,US88162F1057,5625
35202010,Tetraphase Pharmaceuticals,TTPH,US88165N1054,322023
40101015,TEXAS CAPITAL BANCSHARES,TCBI,US88224Q1076,40658
45301020,TEXAS INSTRUMENTS,TXN,US8825081040,5220
25301040,TEXAS ROADHOUSE,TXRH,US8826811098,41157
20107010,Textainer Group Holdings Ltd,TGH,BMG8766E1093,64409
20101010,TEXTRON,TXT,US8832031012,4764
35201010,TG Therapeutics Inc,TGTX,US88322Q1085,323612
20201080,The Brink's Co,BCO,US1096961040,4759
15101020,The Chemours Company,CC,US1638511089,328857
25301040,The Habit Restaurants Inc. A,HABT,US40449J1034,453307
50203010,The Meet Group Inc,MEET,US58513U1016,270992
45103010,"The Trade Desk, Inc.",TTD,US88339J1051,709647
35202010,Therapeutics MD Inc,TXMD,US88338N1072,323452
35202010,Theravance Biopharma Inc,TBPH,KYG8807B1068,352066
35203010,THERMO FISHER SCIENTIFIC,TMO,US8835561023,4493
20104010,Thermon Group Holdings Inc,THR,US88362T1034,277161
40301050,THIRD POINT REINSURANCE,TPRE,BMG8827U1009,327943
25102010,THOR INDUSTRIES,THO,US8851601018,10365
10101020,Tidewater Inc,TDW,US88642R1095,3876
60101040,TIER REIT Inc.,TIER,US88650V2088,573947
25504040,TIFFANY & CO,TIF,US8865471085,3981
25504030,TILE SHOP HOLDINGS,TTS,US88677Q1094,307270
25504010,Tilly's Inc A,TLYS,US8868851028,299256
20106020,TIMKEN,TKR,US8873891043,4616
15104050,TIMKENSTEEL,TMST,US8873991033,324444
20106015,TITAN INTL.ILLINOIS,TWI,US88830M1027,10371
20107010,TITAN MACHINERY,TITN,US88830R1014,51190
35102015,TIVITY HEALTH,TVTY,US88870R1023,8830
45103020,TIVO,TIVO,US88870P1066,18707
25504010,TJX,TJX,US8725401090,4691
50102010,T-Mobile US Inc,TMUS,US8725901040,44512
35201010,Tocagen Inc.,TOCA,US8888461022,748493
25201030,TOLL BROTHERS,TOL,US8894781033,7486
40101015,TOMPKINS FINANCIAL,TMP,US8901101092,10373
25201030,TOPBUILD,BLD,US89055F1030,360162
40301020,TORCHMARK,TMK,US8910271043,4857
20106015,TORO,TTC,US8910921084,3683
45102020,TOTAL SYSTEM SERVICES,TSS,US8919061098,4496
25101010,Tower International Inc,TOWR,US8918261095,267328
25301030,Town Sports International,CLUB,US89214A1025,43480
40204010,"TPG RE Finance Trust, Inc.",TRTX,US87266M1071,757808
20104020,"TPI Composites, Inc.",TPIC,US87266J1043,701002
25504040,TRACTOR SUPPLY,TSCO,US8923561067,10377
20101010,TRANSDIGM GROUP,TDG,US8936411003,43228
35101010,TransEnterix Inc,TRXC,US89366M2017,352147
10101010,TRANSOCEAN,RIG,CH0048265513,10325
20202020,TransUnion,TRU,US89400J1079,523722
40301040,TRAVELERS COS.,TRV,US89417E1091,4792
45102020,TRAVELPORT WORLDWIDE,TVPT,BMG9019D1048,359617
15101010,Trecora Resources,TREC,US8946481046,51078
30202030,TREEHOUSE FOODS,THS,US89469A1043,41809
20102010,TREX,TREX,US89531P1057,27909
25201030,TRI POINTE GROUP,TPH,US87265H1095,318229
50201020,Tribune Media Co A,TRCO,US8960475031,4732
20106020,TriMas Corp,TRS,US8962152091,7487
45203010,TRIMBLE,TRMB,US8962391004,5629
20202010,TriNet Group Inc,TNET,US8962881079,351222
20106010,TRINITY INDUSTRIES,TRN,US8965221091,4997
15101010,Trinseo SA,TSE,LU1057788488,352429
50203010,TRIPADVISOR A,TRIP,US8969452015,278079
35102030,Triple-S Management Corp B,GTS,PR8967491088,56179
20107010,Triton International Limited,TRTN,BMG9078F1077,42682
40101015,TRIUMPH BANCORP,TBK,US89679E3009,442782
20101010,TRIUMPH GROUP NEW,TGI,US8968181011,20752
15101010,Tronox A,TROX,AU000XINEOA7,65950
20202010,TRUEBLUE,TBI,US89785X1019,15715
50203010,TrueCar Inc.,TRUE,US89785L1070,352094
40301020,"Trupanion, Inc.",TRUP,US8982021060,354002
40101015,TRUSTMARK,TRMK,US8984021027,3920
45102020,TTEC HOLDINGS,TTEC,US89854H1023,20717
45203020,TTM TECHNOLOGIES,TTMI,US87305R1095,32763
25503020,Tuesday Morning Corp,TUES,US8990355054,20756
25201050,TUPPERWARE BRANDS,TUP,US8998961044,16478
30203010,Turning Point Brands,TPB,US90041L1052,697042
25201010,Turtle Beach Corp,HEAR,US9004502061,291353
20103010,Tutor Perini Corp,TPC,US9011091082,22888
50202010,TWENTY-FIRST CENTURY FOX CL.A,FOXA,US90130A1016,41242
45102030,Twilio Inc-A,TWLO,US90138F1021,698452
20106010,Twin Disc Inc,TWIN,US9014761012,20759
50203010,TWITTER,TWTR,US90184L1026,339852
45103010,TYLER TECHNOLOGIES,TYL,US9022521051,4766
30202030,TYSON FOODS A,TSN,US9024941034,5136
20304020,"U.S. Xpress Enterprises, Inc.-A",USX,US90338N2027,821667
45201020,Ubiquiti Networks Inc,UBNT,US90347A1007,280679
60101060,UDR,UDR,US9026531049,4501
15103020,UFP Technologies Inc,UFPT,US9026731029,35942
55102010,UGI,UGI,US9026811052,3700
25504040,ULTA BEAUTY,ULTA,US90384S3031,49053
45103010,ULTIMATE SOFTWARE GP.,ULTI,US90385D1072,26487
45301010,ULTRA CLEAN HOLDINGS,UCTT,US90385V1070,40661
10102020,Ultra Petroleum Corp,UPL,CA9039142083,748495
35201010,Ultragenyx Pharmaceutical Inc,RARE,US90400D1081,346393
40101015,UMB FINANCIAL,UMBF,US9027881088,4504
60101060,UMH Properties Inc,UMH,US9030021037,18073
40101015,UMPQUA HOLDINGS,UMPQ,US9042141039,25548
25203010,UNDER ARMOUR A,UAA,US9043111072,42862
25203030,UNIFI,UFI,US9046772003,3714
20201070,UNIFIRST,UNF,US9047081040,8795
20304010,UNION PACIFIC,UNP,US9078181081,5067
45102010,UNISYS,UIS,US9092143067,4767
10101010,UNIT,UNT,US9092181091,20772
40101015,UNITED BANKSHARES,UBSI,US9099071071,7489
40101015,UNITED COMMUNITY BANKS,UCBI,US90984P3038,37284
20302010,UNITED CONTINENTAL HOLDINGS,UAL,US9100471096,43936
40301040,UNITED FIRE GROUP,UFCS,US9103401082,7491
40301040,UNITED IN.HDG.,UIHC,US9107101027,312799
30101020,UNITED NATURAL FOODS,UNFI,US9111631035,20775
20301010,UNITED PARCEL SER.B,UPS,US9113121068,29222
20107010,UNITED RENTALS,URI,US9113631090,25113
15104050,UNITED STATES STEEL,X,US9129091081,42552
20101010,UNITED TECHNOLOGIES,UTX,US9130171096,5137
35201010,UNITED THERAPEUTICS,UTHR,US91307C1027,28471
35102030,UNITEDHEALTH GROUP,UNH,US91324P1021,4502
60101080,UNITI GROUP,UNIT,US91325V1089,354232
55103010,UNITIL Corp,UTL,US9132591077,16055
20107010,Univar Inc,UNVR,US91336L1070,487422
45301020,Universal Display Corp,OLED,US91347P1057,22944
25201010,UNIVERSAL ELECTRONICS,UEIC,US9134831034,22945
20102010,UNIVERSAL FOR.PRDS.,UFPI,US9135431040,10397
35102020,UNIVERSAL HEALTH SVS.B,UHS,US9139031002,5634
40301040,UNIVERSAL INSURANCE HDG.,UVE,US91359V1070,51587
15104050,Universal Stainless,USAP,US9138371003,16056
40301020,UNUM GROUP,UNM,US91529Y1064,3713
45103010,Upland Software Inc,UPLD,US91544A1097,404357
25504010,URBAN OUTFITTERS,URBN,US9170471026,10398
60101070,Urstadt Biddle Prop Inc A,UBA,US9172862057,26489
40101010,US BANCORP,USB,US9029733048,3915
50102010,US Cellular Corp,USM,US9116841084,7564
15102010,US CONCRETE,USCR,US90333L2016,270951
20201050,US ECOLOGY,ECOL,US91732J1025,15083
30101020,US Foods Holding Corp.,USFD,US9120081099,697462
35102020,US PHYSICAL THERAPY,USPH,US90337L1089,23731
10101020,US SILICA HOLDINGS,SLCA,US90346E1038,284574
45202030,"USA Technologies, Inc",USAT,US90328S5001,46689
20304020,USA Truck Inc,USAK,US9029251066,10401
30302010,USANA Health Sciences Inc,USNA,US90328M1071,20788
20102010,USG Corp,USG,US9032934054,4669
25203010,V F,VFC,US9182041080,4637
25301030,Vail Resorts Inc,MTN,US91879Q1094,20793
10102030,VALERO ENERGY,VLO,US91913Y1001,4087
40101015,VALLEY NATIONAL,VLY,US9197941076,4511
20103010,VALMONT INDUSTRIES,VMI,US9202531011,4088
15101010,VALVOLINE,VVV,US92047W1018,709632
35201010,VANDA PHARMACEUTICALS,VNDA,US9216591084,43337
35101010,VAREX IMAGING,VREX,US92214X1063,697342
35101010,VARIAN MEDICAL SYSTEMS,VAR,US92220P1057,4560
45103020,Varonis Systems Inc,VRNS,US9222801022,348993
20101010,Vectrus Inc,VEC,US92242T1016,345633
45301010,Veeco Instruments Inc,VECO,US9224171002,16063
35103010,Veeva Systems Inc A,VEEV,US9224751084,328825
60101050,VENTAS,VTR,US92276F1003,5637
25203010,VERA BRADLEY,VRA,US92335C1062,267373
35201010,Veracyte Inc,VCYT,US92337F1075,328861
35201010,Verastem Inc,VSTM,US92337C1045,284561
60101010,VEREIT Inc,VER,US92339V1008,279305
35201010,Vericel Corporation,VCEL,US92346J1088,19689
45103010,VERINT SYSTEMS,VRNT,US92343X1000,226249
45102030,VERISIGN,VRSN,US92343E1029,25118
20202020,VERISK ANALYTICS CL.A,VRSK,US92345Y1064,210689
40101015,VERITEX HOLDINGS,VBTX,US9234511080,360492
20107010,VERITIV,VRTV,US9234541020,352328
45103010,Veritone Inc.,VERI,US92347M1009,749676
50101020,VERIZON COMMUNICATIONS,VZ,US92343V1044,5005
15105020,Verso Corporation,VRS,US92531L2079,56194
45301010,VERSUM MATERIALS,VSM,US92532W1036,575367
35201010,VERTEX PHARMS.,VRTX,US92532F1003,8806
50202010,VIACOM B,VIAB,US92553P2011,42927
20201070,Viad Corp,VVI,US92552R4065,4780
45201020,VIASAT,VSAT,US92552V1008,20804
45201020,VIAVI SOLUTIONS,VIAV,US9255501051,12826
40203010,"Victory Capital Holdings, Inc-A",VCTR,US92645B1035,806783
35101010,ViewRay Inc.,VRAY,US92672L1070,690862
40203020,Virtu Financial Inc. A,VIRT,US9282541013,484372
40203010,VIRTUS INVESTMENT PTNS.,VRTS,US92828Q1094,207747
45102010,VIRTUSA,VRTU,US92827P1021,46634
45102020,VISA A,V,US92826C8394,51008
45203015,VISHAY INTERTECHNOLOGY,VSH,US9282981086,4515
45203010,Vishay Precision Group Inc. A,VPG,US92835K1034,226188
25202010,VISTA OUTDOOR,VSTO,US9283771007,352042
25101010,Visteon Corp,VC,US92839U2069,270703
55105010,Vistra Energy,VST,US92840M1027,750040
25504040,VITAMIN SHOPPE,VSI,US92849E1010,210921
20104010,Vivint Solar Inc,VSLR,US92854Q1067,359782
45103020,Vmware Inc A,VMW,US9285634021,46620
35103010,Vocera Communications Inc,VCRA,US92857F1075,291392
50101010,VONAGE HOLDINGS,VG,US92886T2015,43470
60101040,VORNADO REALTY TRUST,VNO,US9290421091,3793
40201020,"Voya Financial, Inc",VOYA,US9290891004,323455
35201010,"Voyager Therapeutics, Inc.",VYGR,US92915B1061,680837
15102010,VULCAN MATERIALS,VMC,US9291601097,5068
25201010,Vuzix Corp,VUZI,US92921W3007,462877
40301040,W R BERKLEY,WRB,US0844231029,3960
10102020,W&T Offshore,WTI,US92922P1066,41488
20106010,WABASH NATIONAL,WNC,US9295661071,8812
20106010,Wabco Holdings Inc,WBC,US92927K1025,45004
20106010,Wabtec,WAB,US9297401088,16089
40203010,WADDELL & REED FINL.A,WDR,US9300591008,25632
20202010,WAGEWORKS,WAGE,US9304271094,299273
30101010,WALGREENS BOOTS ALLIANCE,WBA,US9314271084,4769
40102010,WALKER & DUNLOP,WD,US93148P1021,267975
30101040,WALMART,WMT,US9311421039,4888
50202010,WALT DISNEY,DIS,US2546871060,5179
15104050,"Warrior Met Coal, Inc.",HCC,US93627C1018,748536
40102010,WASHINGTON FEDERAL,WAFD,US9388241096,4519
60101070,WASHINGTON PRIME GROUP,WPG,US93964W1080,345663
60101010,Washington REIT,WRE,US9396531017,3952
20201050,WASTE MANAGEMENT,WM,US94106L1098,10402
35203010,WATERS,WAT,US9418481035,16079
20107010,WATSCO,WSO,US9426222009,16081
20106020,WATTS WATER TECHS.,WTS,US9427491025,4522
35202010,Wave Life Sciences Ltd,WVE,SG9999014716,680832
25502020,Wayfair Inc A,W,US94419L1017,359802
30301010,WD-40,WDFC,US9292361071,3701
10101020,Weatherford Intl Ltd,WFT,IE00BLNN3691,5523
40101015,WEBSTER FINANCIAL,WBS,US9478901096,10471
55103010,WEC ENERGY GROUP,WEC,US92939U1060,5071
25302020,Weight Watchers Intl Inc,WTW,US9486261061,36204
60101070,WEINGARTEN REALTY INVRS.,WRI,US9487411038,4524
20106020,Welbilt Inc,WBT,US9490901041,681142
35102030,WELLCARE HEALTH PLANS,WCG,US94946T1060,40732
40101010,WELLS FARGO & CO,WFC,US9497461015,4756
60101050,WELLTOWER,WELL,US95040Q1040,7410
25301040,WENDYS CLASS A,WEN,US95058W1009,3689
20304020,WERNER ENTERPRISES,WERN,US9507551086,4525
20101010,Wesco Aircraft Holdings Inc,WAIR,US9508141036,278066
20107010,WESCO Intl Inc,WCC,US95082P1057,28061
35101020,WEST PHARM.SVS.,WST,US9553061055,7568
40101015,WESTAMERICA BANCORP.,WABC,US9570901036,8815
45202030,WESTERN DIGITAL,WDC,US9581021055,4528
45102020,WESTERN UNION,WU,US9598021098,43951
15101010,Westlake Chemical Corp,WLK,US9604131022,41021
15103020,WESTROCK,WRK,US96145D1054,4685
45102020,WEX,WEX,US96208T1043,41516
60101080,WEYERHAEUSER,WY,US9621661043,4860
25201040,WHIRLPOOL,WHR,US9633201069,4861
60101070,WHITESTONE REIT,WSR,US9660842041,258109
10102020,Whiting Petroleum,WLL,US9663874090,40666
50201030,"WideOpenWest, Inc.",WOW,US96758W1018,751824
50201040,WILEY JOHN & SONS A,JW.A,US9682232064,8865
20202020,Willdan Group Inc,WLDN,US96924N1000,51373
25201030,WILLIAM LYON HOMES,WLH,US5520747008,323555
10102040,WILLIAMS,WMB,US9694571004,4933
25504060,WILLIAMS-SONOMA,WSM,US9699041011,4189
40301010,WILLIS TOWERS WATSON,WLTW,IE00BDB6Q211,34907
20103010,WillScot Corp,WSC,US9713751264,577247
25301040,WINGSTOP,WING,US9741551033,487032
25102010,WINNEBAGO INDS.,WGO,US9746371007,5793
40101015,WINTRUST FINANCIAL,WTFC,US97650W1080,20848
40203010,WISDOMTREE INVS.,WETF,US97717P1049,278055
25203020,WOLVERINE WWD.,WWW,US9780971035,8821
20106020,WOODWARD,WWD,US9807451037,16093
45103010,Workday Inc. A,WDAY,US98138H1014,307829
45103010,Workiva Inc A,WK,US98139A1051,459017
40202010,WORLD ACCEPTANCE,WRLD,US9814191048,10423
10102030,WORLD FUEL SVS.,INT,US9814751064,16096
50202010,World Wrestling Entertainment Inc-A,WWE,US98156Q1085,29078
45102020,Worldpay Inc-A,WP,US9815581098,291341
15104050,WORTHINGTON INDS.,WOR,US9818111026,5072
60101010,WP Carey Inc,WPC,US92936U1097,24914
10102020,WPX ENERGY,WPX,US98212B1035,279289
35101010,Wright Medical Group NV,WMGI,NL0011327523,270967
20107010,WW GRAINGER,GWW,US3848021040,5108
25301020,"Wyndham Destinations, Inc.",WYND,US98310W1080,43661
25301010,WYNN RESORTS,WYNN,US9831341071,37800
55101010,XCEL ENERGY,XEL,US98389B1008,5205
35201010,Xencor Inc,XNCR,US98401F1057,345303
60101030,Xenia Hotels & Resorts Inc,XHR,US9840171030,464732
45202030,XEROX,XRX,US9841216081,4735
45301020,XILINX,XLNX,US9839191015,5646
35201010,XOMA Corporation,XOMA,US98419J2069,3716
45301010,XPERI,XPER,US98421B1008,40657
20301010,XPO Logistics Inc,XPO,US9837931008,42043
20106020,XYLEM,XYL,US98419M1009,280473
25502020,Yatra Online Inc.,YTRA,KYG983381099,738991
50203010,Yelp Inc,YELP,US9858171054,291199
45103010,"Yext, Inc.",YEXT,US98585N1063,748503
55104010,York Water Co,YORW,US9871841089,25251
20304020,YRC Worldwide Inc,YRCW,US9842496070,5233
25301040,YUM! BRANDS,YUM,US9884981013,22977
25201010,Zagg Inc,ZAGG,US98884U1088,210967
50101010,Zayo Group Holdings Inc,ZAYO,US98919V1052,360677
45203010,ZEBRA TECHNOLOGIES A,ZBRA,US9892071054,8855
45103010,Zendesk Inc,ZEN,US98936J1016,352096
50203010,Zillow Group Inc A,ZG,US98954M1018,278030
35101010,ZIMMER BIOMET HDG.,ZBH,US98956P1021,35971
40101015,ZIONS BANCORP.,ZION,US9897011071,4534
35201010,ZIOPHARM Oncology Inc,ZIOP,US98973P1012,51032
45103010,Zix Corp.,ZIXI,US98974P1003,7362
35202010,ZOETIS,ZTS,US98978V1035,324584
35202010,Zogenix Inc.,ZGNX,US98978L2043,267655
25504010,ZUMIEZ,ZUMZ,US9898171015,41654
35202010,"Zynerba Pharmaceuticals, Inc.",ZYNE,US98986X1090,565727
50202020,Zynga Inc. A,ZNGA,US98986T1088,282044
35102020,AAC Holdings Inc,AAC,US0003071083,360177
35202010,ABBOTT LABORATORIES,ABT,US0028241000,5073
35202010,ABBVIE,ABBV,US00287Y1091,280694
35201010,Achillion Pharmaceuticals Inc,ACHN,US00448Q2012,44256
45103010,ACTIVISION BLIZZARD,ATVI,US00507V1098,15360
20104010,ACUITY BRANDS,AYI,US00508Y1029,36214
35102015,Addus HomeCare Corp,ADUS,US0067391062,210883
25101010,ADIENT,ADNT,IE00BD845X29,565702
35102030,AETNA,AET,US00817Y1082,5143
45203010,AGILENT TECHS.,A,US00846U1016,29309
20107010,Aircastle,AYR,BMG0129K1045,43726
40301050,ALLEGHANY,Y,US0171751003,3883
55101010,ALLETE,ALE,US0185223007,4600
55101010,ALLIANT ENERGY CORP.,LNT,US0188021085,3984
60102040,Altisource Portfolio Solutions S.A.,ASPS,LU0445408270,210221
15101030,AMER.VANGUARD,AVD,US0303711081,33730
50102010,AMERICAN TOWER,AMT,US03027X1000,15385
45203010,AMPHENOL A,APH,US0320951017,8455
10102030,Amyris Inc.,AMRS,US03236M2008,267160
40204010,Annaly Capital Management Inc.,NLY,US0357104092,24884
40204010,Anworth Mortgage Asset Corp,ANH,US0373471012,28688
15104010,ARCONIC,ARNC,US03965L1008,5076
